Cbc News,London Mayor Ed Holder has announced the creation of two separate task forces in response to the COVID-19 pandemic.,2020-03-19 19:24:00,London Mayor Ed Holder has announced the creation of two separate task forces in response to the COVID-19 pandemic. One will focus on the economic impact and recovery of the pandemic on the city. The other will focus on the social impact of the virus.  The task forces are being jointly launched by Holder and deputy major Jesse Helmer. While both groups have separate areas of focus,2 London task forces to address COVID-19 impacts,they share a common objective
"",As news of cancellations continues to spread across the N.W.T.,2020-03-18 17:28:00,local leadership in South Slave and Dehcho communities have been preparing response plans.,Heres how 3 N.W.T. communities are preparing for COVID-19,As news of cancellations continue to spread across the N.W.T.
Cbc News,in wake of COVID-19,including daycares,2020-03-13 18:05:00,TVDSB closing all buildings,The Thames Valley District School Board will close its buildings to the public from March 14 through to April 5 in response to the coronavirus outbreak
Cbc News,Alberta health officials advise,China in last 2 weeks,2020-02-07 14:49:00,Self-isolate if youve been to Hubei,Health officials in Alberta are taking further steps today to prevent any possible spread of the novel coronavirus by asking anyone who has traveled to Chinas Hubei province — the epicentre of the coronavirus outbreak — in the last two weeks to self-isolate.
"",2020-03-19 00:07:00,union say they need more guidance from government on mandatory screening,As of midnight Wednesday,COVID-19: Airlines,all airlines bound for Canada are required to screen passengers before they board flights. But its still unclear what those measures will be or how they will be enforced by airline operators.
The Canadian Press,2020-03-18 23:47:00,salaries as more producers trim capital plans,Oilsands giant Canadian Natural Resources Ltd. is joining a lengthening list of oilpatch players who are cutting 2020 capital spending due to the COVID-19 pandemic and plunging oil prices.,CNRL cuts spending,Oilsands giant Canadian Natural Resources Ltd. is joining a lengthening list of oilpatch players who are cutting 2020 capital spending due to the COVID-19 pandemic and plunging oil prices. After markets closed Wednesday
Cbc News,says premier,dropping oil prices have severe impact on N.L.,2020-03-21 10:30:00,COVID-19,With the Muskrat Falls rate mitigation plan still largely up in the air
Parliamentary Bureau,Tasker Is A Reporter In The CbcS Parliamentary Bureau In Ottawa. He Can Be Reached At John.Tasker Cbc.Ca.,J.P.,Follow J.P. On Twitter,John Paul,Canadian snowbirds told to come home as some insurers warn medical insurance will be restricted
Cbc News,2020-03-16 16:13:00,4 more are presumptive,Nova Scotia now has one confirmed case of COVID-19 and four presumptive cases,1 case of COVID-19 now confirmed in Nova Scotia,the provinces chief medical officer of health
"",In order to free up beds at the Queen Elizabeth Hospital in preparation for a potential spike in COVID-19 cases,2020-03-18 22:35:00,Health PEI has started transferring patients out of long-term care beds.,P.E.I. moving patients to long-term care facilities to open up hospital beds in face of COVID-19,Health PEI is transferring patients out of long-term care beds at the Queen Elizabeth Hospital to free up resources to combat COVID-19.  In a news briefing Tuesday
Cbc News,Dominion Diamond Mines says none of the mines employees have tested positive for COVID-19 at this time,2020-03-20 01:25:00,but its suspending operations as a precaution.,Ekati diamond mine in N.W.T. suspends operations in response to COVID-19,Dominion Diamond Mines is suspending operations at its Ekati mine in the Northwest Territories to help prevent the spread of COVID-19. In a statement Thursday evening
Business Columnist,He Was Principal Business Reporter For Radio Television Hong Kong Before The Handover To China. He Has Produced,A Ranger In CanadaS High Arctic Islands. After Moving Into Journalism,Reported For The Cbc In Saskatchewan,Don Pittis Was A Forest Firefighter,Toronto
Cbc News,2020-03-18 12:51:00,MUN finals wont happen in April,Students at Memorial University will not be writing final exams next month,K-12 likely closed for the year,and the health minister said K-12 schools are probably shut down for the year.
Cbc News,For the first time in more than a month,2020-03-10 18:57:00,live lobster from Nova Scotia has been flown to China,Live lobster shipment from Nova Scotia to China resumes,after fear of the coronavirus and travel restrictions caused market sales to plummet.
Cbc News,Both shelters are gauging their fostering capacities as fewer visitors at the shelters due to the COVID-19 pandemic may mean more animals at the shelters.,2020-03-19 17:14:00,Officials with some of the largest shelters in Saskatchewan say a pandemic may be the perfect time to adopt a pet. Both the Saskatoon SPCA and the Regina Humane Society currently have visitor restrictions in place at the shelters as a result of the COVID-19 pandemic. Theyve put out a call to volunteers and foster families to gauge their fostering capacity,Shelter officials say pandemic perfect time to adopt pet,as fewer drop-in visits mean less adoptions and more animals at the shelters. Bill Thorn
Dan Zakreski Is A Reporter For Cbc Saskatoon.,The union that speaks for legal-aid lawyers is calling for a widespread release of non-violent inmates from jails and prisons.,2020-03-19 16:36:00,The union that speaks for legal-aid lawyers and staff in Saskatchewan is calling for the release of non-violent inmates from jails and prisons. Overcrowded facilities housing vulnerable populations are a potential public health risk,Union urges Ottawa and province to release non-violent inmates from jails and prisons,said Meara Conway
Yvette Brend Is A Cbc Vancouver Journalist. Yvette.Brend Cbc.Ca,A presumptive case of COVID-19 has prompted a downtown Vancouver business school to close its campuses for three days of disinfection.,2020-03-05 20:24:00,A presumptive case of COVID-19 has prompted the closure of a business school in downtown Vancouver for at least three days while the building is disinfected,COVID-19 precautions close Vancouver business school for 3-day disinfection,the school said Thursday.  A media release posted on the University Canada West (UCW) website says proactive
"",2020-03-19 15:23:00,income assistance and bans evictions related to COVID-19,Province announces it is giving 1 million to Feed Nova Scotia and increases income assistance by 50 per recipient amid COVID-19 pandemic.,N.S. boosts funding for food banks,The Nova Scotia government is spending 1 million to help shore up the provinces food banks and is banning evictions as vulnerable people across the province struggle with the economic fallout of the COVID-19 pandemic. Community Services Minister Kelly Regan and Premier Stephen McNeil made the announcement Thursday at a news briefing in Halifax. The province will also spend an additional 2.2 million on its income assistance program. Clients will automatically receive an additional 50 per person as soon as Friday
Cbc News,In todays Morning Brief,2020-03-10 10:40:00,we look at why health experts are recommending against taking a cruise amid the new coronavirus outbreak. We also have stories on what yesterdays big drop in oil prices could mean for Canadas energy sector,Get informed on the top stories of the day in one quick scan,and why Canada could be negotiating a new trade deal if a Democrat wins the White House.
Video Journalist,Fredericton,Saint John,Toronto,Colin Butler Is A Veteran Cbc Reporter WhoS Worked In Moncton,Kitchener-Waterloo
Cbc News,Three Manitoba doctors are self-isolating after attending a curling bonspiel with another doctor who later tested positive for COVID-19.,2020-03-19 22:43:00,Three Manitoba doctors are self-isolating after attending a curling bonspiel with another doctor who later tested positive for COVID-19. Dr. Allan Woo,3 Manitoba doctors in isolation after attending curling event with doctor who now has COVID-19,the president of the Saskatchewan Medical Association
Karin Larsen Is A Former Olympian,B.C.s 7th COVID-19 case connected to woman who flew from Iran,Sports For Cbc Vancouver.,2020-02-24 17:18:00,Award Winning Sports Broadcaster Who Covers News,A seventh case of COVID-19 has been diagnosed in British Columbia in the Fraser Health region. Provincial health officer Dr. Bonnie Henry said the man
Cbc Communications,Calling all Calgarians and residents of southern Alberta! The COVID-19 crisis is one of economic uncertainty and social isolation — but its also a prime time to get to know one another and share how were all navigating this unfamiliar time together.,2020-03-19 22:09:00,Neighbours in the community of Evanston missed the Calgary Zoo so much that they made their own homemade version. Here,Check out these images of how Albertans are keeping it positive during the COVID-19 crisis,Nicole Barcelo-Doig beams in front of the porch zoo. (Kaylee Davies) Calling all Calgarians and residents of southern Alberta! The COVID-19 crisis is one of economic uncertainty and social isolation — but its also a prime time to get to know one another and share how were all navigating this unfamiliar time together. While we practice social distancing
Cbc News,2020-03-19 22:07:00,school division staff told to stay home for 1 week,Earlier this week,Sask. teachers,the Saskatchewan government announced all school classes will be suspended beginning Friday
Cbc News,Via Rail has announced it is halting some routes,2020-03-19 21:55:00,as well as extending some previous cancellations,Via rail reducing service amid COVID-19 pandemic,in response to the ongoing COVID-19 pandemic.
"",The city is moving into a higher level of readiness for the COVID-19 pandemic. Mayor Bowman reacts to criticism over continuing city budget meetings,2020-03-18 01:06:00,saying health experts make the decisions,City of Winnipeg moves to Level 2 emergency response to COVID-19,not politicians.
Karin Larsen Is A Former Olympian,B.C.s 7th COVID-19 case connected to woman who flew from Iran,Sports For Cbc Vancouver.,2020-02-24 17:18:00,Award Winning Sports Broadcaster Who Covers News,A seventh case of COVID-19 has been diagnosed in British Columbia in the Fraser Health region. Provincial health officer Dr. Bonnie Henry said the man
Kristin Annable Is A Member Of CbcS Investigative Unit Based In Winnipeg. She Can Be Reached At Kristin.Annable Cbc.Ca,2020-03-18 10:00:00,self-isolation,Over 6,Manitoba home-care workers only given two-thirds pay for sick days,000 public home care workers in Manitoba will only receive two-thirds of their wages if they have to self-isolate because of COVID-19.
Sanjay Maru Is A Reporter At Cbc Windsor. Email Him At Sanjay.Maru Cbc.Ca.,Chatham-Kent—Leamington MP Dave Epp has issued a letter to the Liberals,2020-03-18 10:00:00,calling for the federal government to revisit its decision to close the Canadian border to anyone except Canadian citizens,Conservative MP calling on federal government to permit migrant workers into Canada,permanent residents and U.S. citizens — preventing some seasonal workers from entering the country.
Cbc News,In an election marked with enhanced safety precautions due to COVID-19,2020-03-19 14:05:00,Doris Bill has been re-elected to a third term as chief of the Kwanlin Dün First Nation.,Doris Bill re-elected chief of Kwanlin Dün First Nation,In an election marked with enhanced safety precautions due to COVID-19
The Canadian Press,A British Columbia clothing maker says it has seen a surge in demand for a dress Albertas chief medical officer wore during a COVID-19 briefing this week.,2020-03-19 14:03:00, A British Columbia clothing maker says it has seen a surge in demand for a dress Albertas chief medical officer wore during a COVID-19 briefing this week. Smoking Lily owner Trish Tacoma says her companys inbox has been teeming since Deena Hinshaw was seen on TV wearing the charcoal grey half-sleeve dress emblazoned with the periodic table of elements on Tuesday. Tacoma says the Point Grey Periodic Table dress was sold for seven years before it was taken offline about six months ago. Now,Alberta medical officers periodic table dress prompts clothing maker to restart production,Smoking Lily is scrambling to ramp up production again at a time when everyone is being advised to keep their distance from one another in the face of the virus. She says Smoking Lily is giving 10 per cent of the proceeds to the Mustard Seed Street Church in Victoria. Slow production
"",An independent grocery store in Saint John is doing its part to protect the most vulnerable,2020-03-18 08:00:00,as COVID-19 cases continue to rise in the province.,SaveTheBoomers: Saint John grocer offers isolated shopping amid COVID-19 outbreak,An independent grocery store in Saint John is doing its part to protect the most vulnerable as COVID-19 cases continue to rise in the province. N.B. COVID-19 roundup: Boy under age 10 is provinces 8th case On the Vine Meat and Produce is setting aside the first two hours of the day
Cbc News,In todays Morning Brief,2020-03-10 10:40:00,we look at why health experts are recommending against taking a cruise amid the new coronavirus outbreak. We also have stories on what yesterdays big drop in oil prices could mean for Canadas energy sector,Get informed on the top stories of the day in one quick scan,and why Canada could be negotiating a new trade deal if a Democrat wins the White House.
"",With Toronto recording a seven per cent increase in food bank usage between 2018 and 2019,2020-03-01 09:00:00,there are concerns that many people are simply not able to stockpile a weeks supply of food in case of illness with coronavirus.,Stockpiling a weeks supply of food not an option for many as Toronto sees increase in food bank use,Health officials have been engaged in a double-pronged approach to COVID-19 — working to stop the spread of the coronavirus
Cbc News,Empty streets on day 1 of state of emergency,Follow Gary Moore On Twitter,2020-03-20 22:44:00,Gary Moore Is A Video Journalist Based In Fredericton.,Streets around New Brunswick were more quiet than usual on Friday during day one of the state of emergency in response to COVID-19.
Brian Rodgers Is A Videojournalist,but some flyers say they arent concerned about COVID-19,Drop in demand at Regina airport,2020-03-14 00:39:00,Producer With Cbc Saskatchewan.,Before Saskatchewan had its first case of COVID-19
"",2020-03-14 15:51:00,chief provincial public health officer says,The province has nearly tripled the capacity for Health Links to answer calls,4 COVID-19 cases confirmed in Manitoba,and will open new test sites
Parliamentary Bureau,Tasker Is A Reporter In The CbcS Parliamentary Bureau In Ottawa. He Can Be Reached At John.Tasker Cbc.Ca.,J.P.,Follow J.P. On Twitter,John Paul,Canadian snowbirds told to come home as some insurers warn medical insurance will be restricted
Cbc News,Windsor Regional Hospital president and CEO David Musyj made the announcement at a town hall meeting on Friday,2020-03-14 11:00:00,March 13.,Windsor Regional Hospitals COVID-19 assessment centre will open Monday,Windsor Regional Hospitals (WRH) Ouellette campus is set to open a COVID-19 assessment centre Monday morning. President and CEO David Musyj said the assessment centre — which will allow individuals who meet case definitions to be tested for COVID-19 — will open on Monday
Cbc News,The Newfoundland and Labrador Liquor Corporation will begin taking phone and online orders Saturday for pickups starting Sunday.,2020-03-20 21:05:00,The Newfoundland and Labrador Liquor Corporation will be trying out its new order online and by phone system beginning Saturday. (CBC) Newfoundland and Labrador liquor stores are closing at the end of the day,N.L.s liquor stores are closing to walk-in traffic. Heres how you can order,with a new system in place Saturday to try to prevent the spread of COVID-19. The Newfoundland and Labrador Liquor Corporation says customers will be able to order by calling their preferred store directly or filling out a form on the corporations website.  NLC outlets will accept orders starting Saturday and will begin pickups on Sunday. Stores will also be operating at reduced hours. There are some caveats in place for orders. NLC store locations will only be accepting non-cash and non-contact payment methods
Cbc News,Windsor Regional Hospital president and CEO David Musyj made the announcement at a town hall meeting on Friday,2020-03-14 11:00:00,March 13.,Windsor Regional Hospitals COVID-19 assessment centre will open Monday,Windsor Regional Hospitals (WRH) Ouellette campus is set to open a COVID-19 assessment centre Monday morning. President and CEO David Musyj said the assessment centre — which will allow individuals who meet case definitions to be tested for COVID-19 — will open on Monday
"",disinfecting of vehicles amid COVID-19 concern,GO Transit step up cleaning,2020-03-04 02:05:00,TTC,The TTC and GO Transit have stepped up cleaning and disinfecting of buses
"",2020-03-13 23:09:00,libraries,The city of Winnipegs proposed budget would cut more than 8 million from arts funding,City cant suck and blow: Waves of delegations decry cuts to arts,community programs and close libraries on Sundays. That takes the city in the wrong direction
Cbc News,The COVID-19 outbreak is expected to have a big impact on one of Calgarys major cash generators — the local tourism industry.,2020-03-16 23:52:00,The COVID-19 outbreak is expected to have a big impact on one of Calgarys major cash generators — the local tourism industry.  City officials enacted a state of emergency on Sunday,COVID-19 crisis begins to take bite out of Calgarys tourism sector,and on Monday Canada announced it is barring entry to all travellers who are not Canadian citizens
"",2020-03-08 22:36:00,taking another bite out of reeling Alberta,Oil prices dropped dramatically on Monday and Canadian energy companies were sold off hard,Oil prices take biggest plunge in decades,meaning an already bruised Alberta is bracing for more pain.
Cbc News,Yukons Air North has cancelled flights and scaled back operations in response to the COVID-19 pandemic that has thrown airlines around the world into turmoil.,2020-03-20 20:05:00,The president of Yukons Air North says the COVID-19 pandemic has created an unprecedented set of circumstances for his airline,Air North puts on brave face as COVID-19 rocks airline industry,but says the company will get through it. Without a doubt
"",2020-03-08 22:36:00,taking another bite out of reeling Alberta,Oil prices dropped dramatically on Monday and Canadian energy companies were sold off hard,Oil prices take biggest plunge in decades,meaning an already bruised Alberta is bracing for more pain.
Cbc News,A Fredericton couple who have been stranded aboard a cruise ship in Japan because of the coronavirus will be heading back to Canada on a government-chartered flight.,2020-02-18 14:24:00,A Fredericton couple who have been stranded aboard a cruise ship in Japan because of the coronavirus will be heading back to Canada on a government-chartered flight.  David and Patricia Strang are among thousands of passengers stuck on the Diamond Princess cruise ship,Fredericton couple quarantined on cruise ship will return to Canada,docked in Yokohama
"",Permanent residents of Canada with children will be allowed to leave the coronavirus-affected region in Wuhan,2020-02-03 15:20:00,China on a government-chartered flight,Some permanent residents of Canada will be allowed to leave Wuhan if they accompany a Canadian child, says Foreign Affairs Minister François-Philippe Champagne.
Cbc News,The Newfoundland and Labrador Liquor Corporation will begin taking phone and online orders Saturday for pickups starting Sunday.,2020-03-20 21:05:00,The Newfoundland and Labrador Liquor Corporation will be trying out its new order online and by phone system beginning Saturday. (CBC) Newfoundland and Labrador liquor stores are closing at the end of the day,N.L.s liquor stores are closing to walk-in traffic. Heres how you can order,with a new system in place Saturday to try to prevent the spread of COVID-19. The Newfoundland and Labrador Liquor Corporation says customers will be able to order by calling their preferred store directly or filling out a form on the corporations website.  NLC outlets will accept orders starting Saturday and will begin pickups on Sunday. Stores will also be operating at reduced hours. There are some caveats in place for orders. NLC store locations will only be accepting non-cash and non-contact payment methods
"",Officials at the Cree School Board say they are concerned about students falling behind as a result of the school closures caused by the COVID-19 pandemic.,2020-03-18 00:41:00,Officials at the Cree School Board in northern Quebec say they are concerned about students falling behind as a result of the school closures caused by the novel coronavirus or COVID-19 pandemic. Theyre making extra resources available to students and parents. Officials also said Tuesday,Cree School Board worried about students falling behind amid COVID-19 shutdown,they are working on a plan to get targeted help for Grade 10 and 11 students — both during the shutdown and after schools reopen — in an effort to get them ready for ministerial exams set to take place in May and June.  The ones that we are more concerned about are the students doing the ministry exams
"",2020-03-18 19:49:00,says local transmission on the rise,Toronto Public Health has confirmed 7 new cases of COVID-19 in the city,Toronto confirms 7 more COVID-19 cases in the city,and officials say the evidence for local transmission of the disease appears to be growing.
Cbc News,2020-03-17 11:00:00,Muskrat Falls workers being sent home in bid to prevent COVID-19 spread,The Brazilian mining giant is placing its Labrador nickel mine on care and maintenance protocols for the next four weeks,Voiseys Bay,letting workers leave site and head home.
"",As the world wonders whether the coronavirus will turn into a pandemic,2020-02-29 12:30:00,historical evidence details how the former colony of Newfoundland dealt with fear and prepared for the worst during cholera pandemics of the 19th century.,Pandemic lessons from the colony of Newfoundland in a time of cholera,Heidi Coombs reaches into a box labelled quarantine letters. She pulls out a bound booklet and reads from a proclamation dated July 17
Cbc News,The COVID-19 outbreak is expected to have a big impact on one of Calgarys major cash generators — the local tourism industry.,2020-03-16 23:52:00,The COVID-19 outbreak is expected to have a big impact on one of Calgarys major cash generators — the local tourism industry.  City officials enacted a state of emergency on Sunday,COVID-19 crisis begins to take bite out of Calgarys tourism sector,and on Monday Canada announced it is barring entry to all travellers who are not Canadian citizens
The Associated Press,The Louvre Museum,2020-03-09 19:17:00,which has recently faced closures over pension strikes and the outbreak of the new coronavirus,Louvre officials highly vigilant as Paris floods again,is being confronted with potential floods as the Seine River rises and rain continues in Paris.
Cbc News,Yukons Air North has cancelled flights and scaled back operations in response to the COVID-19 pandemic that has thrown airlines around the world into turmoil.,2020-03-20 20:05:00,The president of Yukons Air North says the COVID-19 pandemic has created an unprecedented set of circumstances for his airline,Air North puts on brave face as COVID-19 rocks airline industry,but says the company will get through it. Without a doubt
Reporter Editor,Follow,Jennifer.Lagrassa Cbc.Ca,Jennlagrassa On Twitter,Jennifer La Grassa Is A Reporter Editor For Cbc Hamilton. Email,Can you keep social distance at the drive-in? Starlite Drive-in changes its mind about reopening
Reporter,Student Protests. Now That She S Back In Her Hometown Of Toronto,Natalie Is A Storyteller Who Spent The Last Few Years In Montreal Covering Everything Politics To Corruption,She Is Eagerly Rediscovering What Makes This City Tick,Cbc Toronto,Has A Personal Interest In Real Estate
Web Writer,Province announces 2M relief fund for early learning in response to COVID-19,Can Be Reached At Samantha.Juric Cbc.Ca.,2020-03-20 19:41:00,Sam Juric Is A Journalist With Cbc P.E.I.,Friday the P.E.I. government announced funding of up to 2 million to further support early learning centres
"",The city is moving into a higher level of readiness for the COVID-19 pandemic. Mayor Bowman reacts to criticism over continuing city budget meetings,2020-03-18 01:06:00,saying health experts make the decisions,City of Winnipeg moves to Level 2 emergency response to COVID-19,not politicians.
"",Island restaurants are taking precautions after the first case of COVID-19 was found on P.E.I. over the weekend.,2020-03-16 22:00:00,Island restaurants are taking precautions after the first case of COVID-19 was found on P.E.I. over the weekend. Some restaurants are enacting more stringent sanitization practices,Island restaurants react to COVID-19 concerns,cancelling upcoming events
Thomson Reuters,A World Health Organization (WHO) panel of experts on the new coronavirus said Thursday it is a bit too early to consider the outbreak an international emergency — but it may become one,2020-01-23 16:02:00,the organizations chief said.,WHO says its not declaring new virus a global emergency — but it may become one,A World Health Organization (WHO) panel of experts on the new coronavirus said Thursday it is a bit too early to consider the outbreak an international emergency — but it may become one
Wallis Snowdon Is A Digital Journalist With Cbc Edmonton. She Has Nearly A Decade Of Experience Reporting Behind Her. Originally New Brunswick,cancels most exams amid pandemic,University of Alberta abandons letter grades,2020-03-20 18:53:00,Her Journalism Career Has Taken Her Nova Scotia To Fort Mcmurray. Share Your Stories With Wallis At Wallis.Snowdon Cbc.Ca,The University of Alberta has temporarily abandoned a letter grade system and has “strongly encouraged” professors to cancel final exams this spring in light of heightened concerns around the spread of COVID-19.
Cbc News,Northern and Northmart stores in northern Canada have upped orders of essential goods in recent weeks and are freezing prices for 60 days,2020-03-17 12:00:00,except for increases beyond their control.,Northern and Northmart stores freezing prices for 60 days,Northern and Northmart stores are freezing prices for 60 days amid concerns about the novel coronavirus
Reporter Editor,2020-03-12 09:00:00,Business groups wary of calls for paid sick day laws as COVID-19 looms,As fears of COVID-19 renews calls for government-mandated paid sick leave in Nova Scotia,Alex Is A Reporter Living In Halifax. Send Her Story Ideas At Alex.Cooke Cbc.Ca.,some groups say the province shouldnt get involved.
Cbc News,As always,2020-01-19 22:00:00,CBC Ottawas reporters were out this past week capturing all the goings-on in the region.,Here are Ottawas photos of the week,As always
Cbc News,Empty streets on day 1 of state of emergency,Follow Gary Moore On Twitter,2020-03-20 22:44:00,Gary Moore Is A Video Journalist Based In Fredericton.,Streets around New Brunswick were more quiet than usual on Friday during day one of the state of emergency in response to COVID-19.
"",2020-03-14 15:51:00,chief provincial public health officer says,The province has nearly tripled the capacity for Health Links to answer calls,4 COVID-19 cases confirmed in Manitoba,and will open new test sites
"",Gas prices have fallen again by nearly 10 cents across the province — but thats not necessarily good news for a shuttle owner whos been unable to cash in.,2020-03-17 10:06:00,For the second time in as many weeks,Nova Scotia gas drops to lowest price in 11 years,Nova Scotias gas regulator used the interrupter clause to trigger a sharp drop in the price of gasoline early Tuesday morning. Gas prices havent been this low since January 2009. In Halifax
"",2020-03-11 14:23:00,opera company probe says,An investigation commissioned by LA Opera into sexual harassment allegations against Placido Domingo has found that the legendary tenor engaged in inappropriate conduct with multiple women over the three decades he held senior positions at the company,Placido Domingo engaged in inappropriate conduct with women,which he helped found and later led.
"",2020-03-17 03:40:00,Blood Tribe declare states of local emergency as COVID-19 spreads in southern Alberta,Siksika First Nation declared a state of local emergency on Monday evening as a precautionary measure in response to the spread of COVID-19 in Alberta.,Siksika First Nation,Siksika First Nation declared a state of local emergency on Monday evening as a precautionary measure in response to the spread of COVID-19 in Alberta. There are no cases of COVID-19 on the First Nation. The declaration was done as a precaution given the rising number of cases in the southern part of the province
"",2020-03-16 19:37:00,Conservative Party wont change leadership deadline,The Conservative Party says it will not change the timetable for its leadership contest,Despite calls from some candidates for a delay,despite calls from some candidates to postpone an upcoming deadline due to the COVID-19 pandemic.
Cbc News,2020-03-12 01:58:00,host smaller congregations,No sweeping bans of large gatherings,B.C. faith leaders urged to limit physical contact,but province discourages events with 1
Cbc News,More than 100 Calgarians have put themselves into quarantine after coming back from China,2020-02-11 18:35:00,and volunteers are springing into action to support them.,Community rallies to support Calgarians in voluntary self-isolation after China visit,More than 100 Calgarians have put themselves into quarantine after coming back from China
Cbc News,The Winnipeg Symphony Orchestra has become the latest organization to feel the effects of the COVID-19 pandemic and calls from health officials across Canada to practise social distancing.,2020-03-19 03:33:00,The Winnipeg Symphony Orchestra has become the latest organization to feel the effects of the COVID-19 pandemic and calls from health officials across Canada to practise social distancing.  The orchestra,Winnipeg Symphony Orchestra lays off staff as COVID-19 puts season on hold indefinitely,which is in its 72nd year
Cbc News,2020-03-13 10:00:00,Sudbury education director says,The director of education for the Rainbow District School Board says he agrees with a provincial decision to close all public schools in Ontario for several weeks,Good move to shut down schools due to COVID-19 concerns,due to concerns about COVID-19.
Cbc News,The mayor of the eastern Ontario city hosting Canadian cruise passengers repatriated from Japan after COVID-19 was detected on their ship promises to keep residents calm and informed throughout the quarantine.,2020-02-22 14:27:00,The mayor of the eastern Ontario city hosting Canadian cruise passengers repatriated from Japan after COVID-19 was detected on their cruise ship promises to keep local residents calm and informed throughout the quarantine. On Friday,Cornwalls mayor promises to share info as quarantine enters 2nd day,129 passengers from the Diamond Princess cruise liner arrived on buses at Cornwalls NAV Centre. They had already spent two weeks in quarantine aboard the ship
Cbc News,Edmonton transit will adjust bus service Tuesday afternoon after a plan to reduce service during the morning commute led to over-crowded buses.,2020-03-17 17:36:00,Edmonton transit will adjust bus service beginning this afternoon after taking criticism this morning when reduced service led to over-crowded buses. City officials addressed these complaints on Tuesday afternoon,Edmonton Transit to add more buses to afternoon commute after criticism,which was the first day service was reduced to Saturday levels due to the coronavirus pandemic. Interim city manager Adam  Laughlin said more buses will hit the road during todays afternoon commute between 3 p.m. and 6 p.m. The city will make these adjustments today before readjusting as needed on a day-by-day basis going forward. Buses will also be added to 10 routes that dont run on Saturday but usually run on weekdays. More buses are also on standby
Cbc News,As always,2020-01-19 22:00:00,CBC Ottawas reporters were out this past week capturing all the goings-on in the region.,Here are Ottawas photos of the week,As always
The Associated Press,North Korea has fired two unidentified projectiles into its eastern sea as it begins to resume weapons demonstrations after a months-long hiatus that could have been forced by the coronavirus crisis in Asia.,2020-03-02 05:03:00,North Korea fired two unidentified projectiles into its eastern sea on Monday as it begins to resume weapons demonstrations after a months-long hiatus that could have been forced by the coronavirus crisis in Asia. The launches came two days after North Koreas state media said leader Kim Jong-un supervised an artillery drill aimed at testing the combat readiness of units in front-line and eastern areas. Seouls Joint Chiefs of Staff said the projectiles fired from an area near the coastal town of Wonsan flew about 240 kilometres northeast on an apogee of about 35 kilometres. It said the South Korean and U.S. militaries were jointly analyzing the launches but didnt immediately confirm whether the weapons were ballistic or rocket artillery. Kim had entered the New Year vowing to bolster his nuclear deterrent in face of gangster-like U.S. sanctions and pressure,North Korea fires 2 unidentified projectiles into its eastern sea,using a key ruling party meeting in late December to warn of shocking action over stalled nuclear negotiations with the Trump administration. He also said the North would soon reveal a new strategic weapon and insisted the North was no longer unilaterally bound to a self-imposed suspension on the testing of nuclear and intercontinental ballistic missiles. North Korea breached sanctions by enhancing missile programs in 2019
Angela Gemmill Is A Cbc Journalist Who Has Covered News In Sudbury,Angelagemmill. Send Story Ideas To Angela.Gemmill Cbc.Ca,For Years. Connect With Her On Twitter,Extra measures in place for international conference due to COVID-19 concerns,Ont.,PDAC says
"",2020-03-04 20:37:00,Chinatown,Statues and religious symbols were smashed at two Buddhist temples and one cultural centre. The lion statues at the entrances to Chinatown were also vandalised with paint.,Montreal police suspect hate-crimes after vandals hit Buddhist temples,A wave of vandalism has hit several sites frequented by Montreals Asian communities
Cbc News,The Newfoundland and Labrador Liquor Corporation will begin taking phone and online orders Saturday for pickups starting Sunday.,2020-03-20 21:05:00,The Newfoundland and Labrador Liquor Corporation will be trying out its new order online and by phone system beginning Saturday. (CBC) Newfoundland and Labrador liquor stores are closing at the end of the day,N.L.s liquor stores are closing to walk-in traffic. Heres how you can order,with a new system in place Saturday to try to prevent the spread of COVID-19. The Newfoundland and Labrador Liquor Corporation says customers will be able to order by calling their preferred store directly or filling out a form on the corporations website.  NLC outlets will accept orders starting Saturday and will begin pickups on Sunday. Stores will also be operating at reduced hours. There are some caveats in place for orders. NLC store locations will only be accepting non-cash and non-contact payment methods
"",2020-03-04 20:17:00,doctors say,Canadian doctor stops shaking hands and advises people to use another form of acknowledgment,Shed handshakes for smiles and foot taps to avoid COVID-19 risk,such as putting their hands in prayer
"",2020-02-14 13:07:00,Trudeau to tell conference,Prime Minister Justin Trudeau will address the Munich Security Conference today and urge global leaders to accept that a changing world requires more effort to bring economic prosperity for all.,Global economic security critical,Prime Minister Justin Trudeau will address the Munich Security Conference today and urge global leaders to accept that a changing world requires more effort to bring economic prosperity for all. Trudeaus speech comes after he spent the last week in Africa and Kuwait
Reporter Editor,N.B. COVID-19 roundup: Province declares state of emergency,Elizabeth.Fraser Cbc.Ca,2020-03-19 16:07:00,Elizabeth Fraser Is A Reporter Editor With Cbc New Brunswick Based In Fredericton. SheS Originally Manitoba. Story Tip,New Brunswick has declared a state of emergency in response to the COVID-19 outbreak
Yvette Brend Is A Cbc Vancouver Journalist. Yvette.Brend Cbc.Ca,say experts,but panic can be scarier than the virus,2020-02-26 23:25:00,You could eventually be exposed to COVID-19,A growing number of health experts are warning the COVID-19 virus is on the move and will likely infect a lot more people before its done
